LP	Nr produktu 1	Nr produktu 2	Grupa	Nazwa produktu	Producent	Cena netto	Cena brutto
271	OPR.158588	61132608	LM	ANGELO FUTURO AFT792 COL.2 	ANGELO FUTURO 	42,9	52,338
272	OPR.158590	61132622	LM	angelo futuro aft793 col.2 	ANGELO FUTURO 	120,9	147,498
273	OPR.158591	61132629	LM	angelo futuro aft793 col.3 	ANGELO FUTURO 	170,82	208,4004
274	OPR.158592	61132636	LM	angelo futuro aft794 col.1 	ANGELO FUTURO 	147,42	179,8524
275	OPR.158594	61132650	LM	ANGELO FUTURO AFT794 COL.3 	ANGELO FUTURO 	46,02	56,1444
276	OPR.158685	61133329	LM	angelo futuro aft772 col.1 	ANGELO FUTURO 	177,84	216,9648
277	OPR.158686	61133336	LM	ANGELO FUTURO AFT772 COL.2 	ANGELO FUTURO 	89,7	109,434
278	OPR.158687	61133343	LM	angelo futuro aft773 col.3 	ANGELO FUTURO 	281,58	343,5276
279	OPR.158688	61133350	LM	angelo futuro aft780 col.1 	ANGELO FUTURO 	267,54	326,3988
280	OPR.158689	61133357	LM	ANGELO FUTURO AFT780 COL.2 	ANGELO FUTURO 	46,02	56,1444
281	OPR.158694	61133392	LM	angelo futuro aft784 col.1 	ANGELO FUTURO 	213,72	260,7384
282	OPR.158695	61133399	LM	ANGELO FUTURO AFT784 COL.2 	ANGELO FUTURO 	33,54	40,9188
283	OPR.158696	61133406	LM	angelo futuro aft784 col.3 	ANGELO FUTURO 	209,82	255,9804
284	OPR.158697	61133413	LM	HERA & LUNA HL0778 COL.1 	HERA & LUNA 	92,82	113,2404
285	OPR.158698	61133420	LM	hera & luna hl778 col.2 	HERA & LUNA 	220,74	269,3028
286	OPR.158699	61133427	LM	hera & luna hl0779 col.1 	HERA & LUNA 	166,14	202,6908
287	OPR.158700	61133434	LM	hera & luna hl0779 col.2 	HERA & LUNA 	100,62	122,7564
288	OPR.158701	61133441	LM	HERA & LUNA HL0779 COL.3 	HERA & LUNA 	47,58	58,0476
289	OPR.158702	61133448	LM	hera & luna hl0781 col.1 	HERA & LUNA 	209,04	255,0288
290	OPR.158703	61133455	LM	hera & luna hl0781 col.2 	HERA & LUNA 	292,5	356,85
291	OPR.158704	61133462	LM	hera & luna hl0781 col.3 	HERA & LUNA 	300,3	366,366
292	OPR.158705	61133469	LM	hera & luna hl0784 col.1 	HERA & LUNA 	236,34	288,3348
293	OPR.158706	61133476	LM	hera & luna hl0784 col.2 	HERA & LUNA 	101,4	123,708
294	OPR.158707	61133483	LM	HERA & LUNA HL0784 COL.3 	HERA & LUNA 	64,74	78,9828
295	OPR.158708	61133490	LM	hera & luna hl0785 col.1 	HERA & LUNA 	149,76	182,7072
296	OPR.158709	61133497	LM	hera & luna hl0785 col.2 	HERA & LUNA 	304,98	372,0756
297	OPR.158710	61133504	LM	HERA & LUNA HL0785 COL.3 	HERA & LUNA 	45,24	55,1928
298	OPR.158711	61133511	LM	hera & luna hl0786 col.1 	HERA & LUNA 	230,88	281,6736
299	OPR.158712	61133518	LM	hera & luna hl0786 col.2 	HERA & LUNA 	170,82	208,4004
300	OPR.158713	61133525	LM	HERA & LUNA HL0786 COL.3 	HERA & LUNA 	62,4	76,128
301	OPR.158714	61133532	LM	hera & luna hl0788 col.1 	HERA & LUNA 	291,72	355,8984
302	OPR.158715	61133539	LM	hera & luna hl0788 col.2 	HERA & LUNA 	219,18	267,3996
303	OPR.158716	61133546	LM	hera & luna hl0788 col.3 	HERA & LUNA 	292,5	356,85
304	OPR.158717	61133553	LM	hera & luna hl0789 col.1 	HERA & LUNA 	249,6	304,512
305	OPR.158718	61133560	LM	hera & luna hl0789 col.2 	HERA & LUNA 	175,5	214,11
306	OPR.158719	61133567	LM	HERA & LUNA HL0789 COL.3 	HERA & LUNA 	72,54	88,4988
307	OPR.158720	61133574	LM	hera & luna hl0790 col.1 	HERA & LUNA 	258,96	315,9312
308	OPR.158721	61133581	LM	HERA & LUNA HL0790 COL.2 	HERA & LUNA 	89,7	109,434
309	OPR.158722	61133588	LM	HERA & LUNA HL0790 COL.3 	HERA & LUNA 	47,58	58,0476
310	OPR.158723	61133595	LM	HERA & LUNA HL0792 COL.1 	HERA & LUNA 	72,54	88,4988
311	OPR.158724	61133602	LM	hera & luna hl0792 col.2 	HERA & LUNA 	102,18	124,6596
312	OPR.158725	61133609	LM	HERA & LUNA HL0792 COL.3 	HERA & LUNA 	53,04	64,7088
313	OPR.158726	61133616	LM	HERA & LUNA HL0792 COL.4 	HERA & LUNA 	48,36	58,9992
314	OPR.158727	61133623	LM	hera & luna hl0794 col.1 	HERA & LUNA 	299,52	365,4144
315	OPR.158728	61133630	LM	hera & luna hl0794 col.2 	HERA & LUNA 	154,44	188,4168
316	OPR.158729	61133637	LM	HERA & LUNA HL0794 COL.3 	HERA & LUNA 	82,68	100,8696
317	OPR.158742	61133756	LM	angelo futuro a608 col.4 	ANGELO FUTURO 	126,36	154,1592
318	OPR.158746	61133784	LM	angelo futuro af9001 col.3 	ANGELO FUTURO 	134,16	163,6752
319	OPR.158749	61133812	LM	angelo futuro aft772 col.3 	ANGELO FUTURO 	230,88	281,6736
320	OPR.158750	61133819	LM	ANGELO FUTURO AFT782 COL.2 	ANGELO FUTURO 	31,2	38,064
321	OPR.158751	61133826	LM	ANGELO FUTURO AFT782 COL.3 	ANGELO FUTURO 	61,62	75,1764
322	OPR.158752	61133833	LM	ANGELO FUTURO AFT783 COL.1 	ANGELO FUTURO 	84,24	102,7728
323	OPR.158753	61133840	LM	ANGELO FUTURO AFT783 COL.2 	ANGELO FUTURO 	98,28	119,9016
324	OPR.158774	61133987	LM	hera & luna hl758 col.54 	HERA & LUNA 	183,3	223,626
325	OPR.158775	61133994	LM	HERA & LUNA HL758 COL.56 	HERA & LUNA 	83,46	101,8212
326	OPR.158780	61134050	LM	hera & luna hl787 col.2 	HERA & LUNA 	141,96	173,1912
327	OPR.158781	61134057	LM	hera & luna hl787 col.3 	HERA & LUNA 	138,84	169,3848
328	OPR.158782	61134064	LM	hera & luna hl790 col.2 	HERA & LUNA 	201,24	245,5128
329	OPR.158788	61134106	LM	HERA & LUNA HL805 COL.1 	HERA & LUNA 	92,04	112,2888
330	OPR.158789	61134113	LM	hera & luna hl805 col.2 	HERA & LUNA 	117	142,74
331	OPR.158790	61134120	LM	hera & luna hl805 col.3 	HERA & LUNA 	117	142,74
332	OPR.158791	61134127	LM	HERA & LUNA HL9003 COL.2 	HERA & LUNA 	86,58	105,6276
333	OPR.158792	61134134	LM	hera & luna hl9003 col.3 	HERA & LUNA 	129,48	157,9656
334	OPR.158793	61134141	LM	hera & luna hl9005 col.3 	HERA & LUNA 	255,84	312,1248
335	OPR.158831	61134407	LM	HERA & LUNA HL791 COL.3 	HERA & LUNA 	60,84	74,2248
336	OPR.158871	61134708	LM	hera & luna hl2639-07 col.4 	HERA & LUNA 	192,66	235,0452
337	OPR.158873	61134722	LM	hera & luna hl759 col.61 	HERA & LUNA 	275,34	335,9148
338	OPR.158878	61134757	LM	hera & luna hl9002 col.3 	HERA & LUNA 	307,32	374,9304
339	OPR.159265	61137613	LM	angelo futuro aft777 col.2 	ANGELO FUTURO 	208,26	254,0772
340	OPR.159266	61137620	LM	angelo futuro aft777 col.3 	ANGELO FUTURO 	306,54	373,9788
341	OPR.159271	61137655	LM	angelo futuro aft779 col.2 	ANGELO FUTURO 	172,38	210,3036
342	OPR.159272	61137662	LM	angelo futuro aft779 col.3 	ANGELO FUTURO 	150,54	183,6588
343	OPR.159273	61137669	LM	angelo futuro aft785 col.1 	ANGELO FUTURO 	291,72	355,8984
344	OPR.159274	61137676	LM	ANGELO FUTURO AFT785 COL.2 	ANGELO FUTURO 	60,84	74,2248
345	OPR.159275	61137683	LM	ANGELO FUTURO AFT785 COL.3 	ANGELO FUTURO 	49,14	59,9508
346	OPR.159276	61137690	LM	angelo futuro aft786 col.1 	ANGELO FUTURO 	241,02	294,0444
347	OPR.159277	61137697	LM	angelo futuro aft786 col.2 	ANGELO FUTURO 	183,3	223,626
348	OPR.159279	61137711	LM	ANGELO FUTURO AFT786 COL.4 	ANGELO FUTURO 	55,38	67,5636
349	OPR.159302	61137872	LM	hera & luna hl798 col.1 	HERA & LUNA 	136,5	166,53
350	OPR.159303	61137879	LM	hera & luna hl798 col.2 	HERA & LUNA 	213,72	260,7384
351	OPR.159304	61137886	LM	hera & luna hl798 col.3 	HERA & LUNA 	294,06	358,7532
352	OPR.159305	61137893	LM	hera & luna hl799 col.1 	HERA & LUNA 	165,36	201,7392
353	OPR.159306	61137900	LM	HERA & LUNA HL799 COL.2 	HERA & LUNA 	69,42	84,6924
354	OPR.159307	61137907	LM	hera & luna hl800 col.2 	HERA & LUNA 	291,72	355,8984
355	OPR.159308	61137914	LM	hera & luna hl800 col.3 	HERA & LUNA 	258,96	315,9312
356	OPR.159309	61137921	LM	hera & luna hl801 col.1 	HERA & LUNA 	293,28	357,8016
357	OPR.159310	61137928	LM	HERA & LUNA HL801 COL.2 	HERA & LUNA 	63,18	77,0796
358	OPR.159311	61137935	LM	HERA & LUNA HL801 COL.3 	HERA & LUNA 	46,8	57,096
359	OPR.159312	61137942	LM	hera & luna hl802 col.1 	HERA & LUNA 	131,04	159,8688
360	OPR.159313	61137949	LM	hera & luna hl802 col.2 	HERA & LUNA 	161,46	196,9812
361	OPR.159314	61137956	LM	hera & luna hl802 col.3 	HERA & LUNA 	159,9	195,078
362	OPR.159315	61137963	LM	hera & luna hl9010 col.1 	HERA & LUNA 	187,98	229,3356
363	OPR.159316	61137970	LM	hera & luna hl9010 col.2 	HERA & LUNA 	120,9	147,498
364	OPR.159318	61137984	LM	hera & luna hl9011 col.1 	HERA & LUNA 	278,46	339,7212
365	OPR.159320	61137998	LM	hera & luna hl9011 col.3 	HERA & LUNA 	244,14	297,8508
366	OPR.159456	61138957	LM	angelo futuro af9008 col.2 	ANGELO FUTURO 	169,26	206,4972
367	OPR.159458	61138971	LM	angelo futuro aft806 col.3 	ANGELO FUTURO 	140,4	171,288
368	OPR.159459	61138978	LM	hera & luna hl786 col.1 	HERA & LUNA 	255,84	312,1248
369	OPR.159460	61138985	LM	hera & luna hl9009 col.3 	HERA & LUNA 	283,92	346,3824
370	OPR.159461	61138992	LM	hera & luna hl9009 col.2 	HERA & LUNA 	265,2	323,544
371	OPR.159588	61139881	LM	ANGELO FUTURO AF893 COL.1 	ANGELO FUTURO 	54,6	66,612
372	OPR.159589	61139888	LM	angelo futuro af893 col.2 	ANGELO FUTURO 	127,14	155,1108
373	OPR.159590	61139895	LM	angelo futuro af893 col.3 	ANGELO FUTURO 	191,1	233,142
374	OPR.159595	61139930	LM	hera & luna hl757 col.57 	HERA & LUNA 	215,28	262,6416
375	OPR.160200	61144382	LM	angelo futuro af883 col.1 	ANGELO FUTURO 	158,34	193,1748
376	OPR.160243	61144683	LM	angelo futuro aft802 col.3 	ANGELO FUTURO 	170,82	208,4004
377	OPR.160270	61144872	LM	angelo futuro aft801 col.2 	ANGELO FUTURO 	164,58	200,7876
378	OPR.160284	61144970	LM	hera & luna hl777 col.1 	HERA & LUNA 	281,58	343,5276
379	OPR.160286	61144984	LM	hera & luna hl782 col.1 	HERA & LUNA 	105,3	128,466
380	OPR.160287	61144991	LM	hera & luna hl782 col.2 	HERA & LUNA 	199,68	243,6096
381	OPR.160288	61144998	LM	hera & luna hl782 col.3 	HERA & LUNA 	218,4	266,448
382	OPR.160289	61145005	LM	hera & luna hl801 col.2 	HERA & LUNA 	116,22	141,7884
383	OPR.160290	61145012	LM	hera & luna hl801 col.3 	HERA & LUNA 	106,08	129,4176
384	OPR.160291	61145019	LM	HERA & LUNA HL9005 COL.2 	HERA & LUNA 	82,68	100,8696
385	OPR.160292	61145026	LM	HERA & LUNA HL9007 COL.1 	HERA & LUNA 	31,2	38,064
386	OPR.160301	61145089	LM	hera & luna hl795 col.3 	HERA & LUNA 	301,08	367,3176
387	OPR.160538	61146748	LM	ANGELO FUTURO AFT774 COL.1 	ANGELO FUTURO 	83,46	101,8212
388	OPR.160539	61146755	LM	angelo futuro aft774 col.2 	ANGELO FUTURO 	219,18	267,3996
389	OPR.160540	61146762	LM	angelo futuro aft774 col.3 	ANGELO FUTURO 	245,7	299,754
390	OPR.160542	61146776	LM	ANGELO FUTURO AFT775 COL.2 	ANGELO FUTURO 	56,94	69,4668
391	OPR.160543	61146783	LM	ANGELO FUTURO AFT775 COL.3 	ANGELO FUTURO 	32,76	39,9672
392	OPR.160544	61146790	LM	angelo futuro aft802 col.1 	ANGELO FUTURO 	219,18	267,3996
393	OPR.160545	61146797	LM	angelo futuro aft802 col.2 	ANGELO FUTURO 	203,58	248,3676
394	OPR.160554	61146860	LM	HERA & LUNA HL711-08 COL.1 	HERA & LUNA 	91,26	111,3372
395	OPR.160556	61146874	LM	HERA & LUNA HL711-08 COL.3 	HERA & LUNA 	77,22	94,2084
396	OPR.160557	61146881	LM	hera & luna hl711-08 col.4 	HERA & LUNA 	218,4	266,448
397	OPR.160558	61146888	LM	hera & luna hl712-08 col.1 	HERA & LUNA 	213,72	260,7384
398	OPR.160559	61146895	LM	HERA & LUNA HL712-08 COL.2 	HERA & LUNA 	73,32	89,4504
399	OPR.160560	61146902	LM	hera & luna hl712-08 col.3 	HERA & LUNA 	304,98	372,0756
400	OPR.160565	61146937	LM	hera & luna hl803 col.2 	HERA & LUNA 	253,5	309,27
401	OPR.160566	61146944	LM	hera & luna hl803 col.3 	HERA & LUNA 	274,56	334,9632
402	OPR.160567	61146951	LM	HERA & LUNA HL804 COL.1 	HERA & LUNA 	38,22	46,6284
403	OPR.160568	61146958	LM	HERA & LUNA HL804 COL.2 	HERA & LUNA 	98,28	119,9016
404	OPR.160569	61146965	LM	hera & luna hl804 col.3 	HERA & LUNA 	183,3	223,626
405	OPR.160592	61147126	LM	HERA & LUNA HL780 COL.3 	HERA & LUNA 	39,78	48,5316
406	OPR.160597	61147161	LM	hera & luna hl9003 col.1 	HERA & LUNA 	163,02	198,8844
407	OPR.160623	61147343	LM	HERA & LUNA HL9004 COL.1 	HERA & LUNA 	49,14	59,9508
408	OPR.160659	61147595	LM	hunter ht802 col.1 	HUNTER 	123,24	150,3528
409	OPR.160660	61147602	LM	hunter ht802 col.2 	HUNTER 	246,48	300,7056
410	OPR.160704	61147910	LM	QUEST-X QF001 COL.1 	QUEST-X 	69,42	84,6924
411	OPR.160706	61147924	LM	quest-x qf001 col.3 	QUEST-X 	215,28	262,6416
412	OPR.160711	61147959	LM	quest-x qx8729 col.1 	QUEST-X 	310,44	378,7368
413	OPR.160712	61147966	LM	quest-x qx8729 col.2 	QUEST-X 	211,38	257,8836
414	OPR.160713	61147973	LM	quest-x qx8729 col.3 	QUEST-X 	244,92	298,8024
415	OPR.160719	61148015	LM	quest-x qx8732 col.2 	QUEST-X 	113,1	137,982
416	OPR.160732	61148106	LM	quest-x qx8739 col.1 	QUEST-X 	293,28	357,8016
417	OPR.160733	61148113	LM	quest-x qx8739 col.2 	QUEST-X 	206,7	252,174
418	OPR.160734	61148120	LM	QUEST-X QX8739 COL.3 	QUEST-X 	83,46	101,8212
419	OPR.160744	61148190	LM	quest-x qx1008 col.9 	QUEST-X 	203,58	248,3676
420	OPR.160750	61148232	LM	rosa del cuore rdc0710 col.3 	ROSA DEL CUORE 	255,84	312,1248
421	OPR.160752	61148246	LM	rosa del cuore rdc0713 col.1 	ROSA DEL CUORE 	185,64	226,4808
422	OPR.160756	61148274	LM	rosa del cuore rdc0722 col.3 	ROSA DEL CUORE 	176,28	215,0616
423	OPR.160759	61148295	LM	rosa del cuore rdc0724 col.1 	ROSA DEL CUORE 	309,66	377,7852
424	OPR.160760	61148302	LM	rosa del cuore rdc0724 col.2 	ROSA DEL CUORE 	116,22	141,7884
425	OPR.160771	61148379	LM	rosa del cuore rdc0802 col.3 	ROSA DEL CUORE 	251,94	307,3668
426	OPR.160772	61148386	LM	rosa del cuore rdc0803 col.1 	ROSA DEL CUORE 	187,98	229,3356
427	OPR.160773	61148393	LM	rosa del cuore rdc0803 col.2 	ROSA DEL CUORE 	106,86	130,3692
428	OPR.160774	61148400	LM	rosa del cuore rdc0803 col.3 	ROSA DEL CUORE 	294,06	358,7532
429	OPR.160778	61148428	LM	rosa del cuore rdc0805 col.1 	ROSA DEL CUORE 	141,96	173,1912
430	OPR.160780	61148442	LM	ROSA DEL CUORE RDC0805 COL.3 	ROSA DEL CUORE 	39	47,58
431	OPR.160783	61148463	LM	rosa del cuore rdc0806 col.3 	ROSA DEL CUORE 	195,78	238,8516
432	OPR.160784	61148470	LM	rosa del cuore rdc0808 col.1 	ROSA DEL CUORE 	283,92	346,3824
433	OPR.160785	61148477	LM	rosa del cuore rdc0808 col.2 	ROSA DEL CUORE 	156,78	191,2716
434	OPR.160786	61148484	LM	rosa del cuore rdc0808 col.3 	ROSA DEL CUORE 	258,96	315,9312
435	OPR.160787	61148491	LM	rosa del cuore rdc0809 col.1 	ROSA DEL CUORE 	223,86	273,1092
436	OPR.160788	61148498	LM	rosa del cuore rdc0809 col.2 	ROSA DEL CUORE 	215,28	262,6416
437	OPR.160789	61148505	LM	rosa del cuore rdc0809 col.3 	ROSA DEL CUORE 	310,44	378,7368
438	OPR.160793	61148533	LM	hera & luna hl706 col.1 	HERA & LUNA 	263,64	321,6408
439	OPR.160794	61148540	LM	hera & luna hl706 col.2 	HERA & LUNA 	107,64	131,3208
440	OPR.160857	61149135	LM	angelo futuro af9001 col.1 	ANGELO FUTURO 	219,96	268,3512
441	OPR.160858	61149142	LM	angelo futuro af9001 col.2 	ANGELO FUTURO 	308,1	375,882
442	OPR.160863	61149177	LM	ANGELO FUTURO AFT773 COL.2 	ANGELO FUTURO 	36,66	44,7252
443	OPR.160864	61149184	LM	angelo futuro aft783 col.3 	ANGELO FUTURO 	234,78	286,4316
444	OPR.160873	61149247	LM	hera & luna hl9007 col.3 	HERA & LUNA 	309,66	377,7852
445	OPR.160918	61149569	LM	angelo futuro af9004 col.2 	ANGELO FUTURO 	283,14	345,4308
446	OPR.160921	61149590	LM	angelo futuro aft801 col.3 	ANGELO FUTURO 	124,8	152,256
447	OPR.161004	61150213	LM	ANGELO FUTURO AFT773 COL.1 	ANGELO FUTURO 	85,8	104,676
448	OPR.161131	61151102	LM	ANGELO FUTURO AFT801 COL.1 	ANGELO FUTURO 	59,28	72,3216
449	OPR.161133	61151116	LM	hera & luna hl0758 col.57 	HERA & LUNA 	221,52	270,2544
450	OPR.161134	61151123	LM	hera & luna hl0800 col.1 	HERA & LUNA 	232,44	283,5768
451	OPR.161307	61152523	LM	angelo futuro af901 col.2 	ANGELO FUTURO 	310,44	378,7368
452	OPR.161308	61152530	LM	angelo futuro af9016 col.1 	ANGELO FUTURO 	137,28	167,4816
453	OPR.161326	61152656	LM	angelo futuro aft814 col.1 	ANGELO FUTURO 	276,12	336,8664
454	OPR.161328	61152670	LM	angelo futuro aft814 col.3 	ANGELO FUTURO 	113,1	137,982
455	OPR.161331	61152691	LM	hera & luna hl791 col.1 	HERA & LUNA 	230,88	281,6736
456	OPR.161404	61153216	LM	hera & luna hl780 col.2 	HERA & LUNA 	109,2	133,224
457	OPR.162000	61158571	LM	hera & luna hl806 col.1 	HERA & LUNA 	120,9	147,498
458	OPR.162001	61158578	LM	hera & luna hl806 col.2 	HERA & LUNA 	260,52	317,8344
459	OPR.162002	61158585	LM	HERA & LUNA HL806 COL.3 	HERA & LUNA 	45,24	55,1928
460	OPR.162003	61158592	LM	hera & luna hl807 col.1 	HERA & LUNA 	283,14	345,4308
461	OPR.162004	61158599	LM	hera & luna hl807 col.2 	HERA & LUNA 	261,3	318,786
462	OPR.162005	61158606	LM	hera & luna hl807 col.3 	HERA & LUNA 	138,84	169,3848
463	OPR.162007	61158620	LM	HERA & LUNA HL9006 COL.4 	HERA & LUNA 	78,78	96,1116
464	OPR.162508	61162435	LM	angelo futuro aft800 col.1 	ANGELO FUTURO 	283,92	346,3824
465	OPR.162509	61162442	LM	angelo futuro aft800 col.2 	ANGELO FUTURO 	136,5	166,53
466	OPR.162510	61162449	LM	angelo futuro aft800 col.3 	ANGELO FUTURO 	146,64	178,9008
467	OPR.162511	61162456	LM	ANGELO FUTURO AFT807 COL.1 	ANGELO FUTURO 	59,28	72,3216
468	OPR.162512	61162463	LM	angelo futuro aft807 col.2 	ANGELO FUTURO 	286,26	349,2372
469	OPR.162513	61162470	LM	angelo futuro aft807 col.3 	ANGELO FUTURO 	247,26	301,6572
470	OPR.162516	61162491	LM	angelo futuro aft808 col.3 	ANGELO FUTURO 	130,26	158,9172
471	OPR.162517	61162498	LM	angelo futuro aft809 col.1 	ANGELO FUTURO 	193,44	235,9968
472	OPR.162518	61162505	LM	angelo futuro aft809 col.2 	ANGELO FUTURO 	272,22	332,1084
473	OPR.162519	61162512	LM	angelo futuro aft809 col.3 	ANGELO FUTURO 	236,34	288,3348
474	OPR.162520	61162519	LM	angelo futuro aft810 col.1 	ANGELO FUTURO 	228,54	278,8188
475	OPR.162521	61162526	LM	ANGELO FUTURO AFT810 COL.2 	ANGELO FUTURO 	85,8	104,676
476	OPR.162522	61162533	LM	angelo futuro aft810 col.3 	ANGELO FUTURO 	218,4	266,448
477	OPR.162553	61162750	LM	hera & luna hl0809 col.1 	HERA & LUNA 	197,34	240,7548
478	OPR.162554	61162757	LM	hera & luna hl0809 col.2 	HERA & LUNA 	115,44	140,8368
479	OPR.162555	61162764	LM	hera & luna hl0809 col.3 	HERA & LUNA 	276,9	337,818
480	OPR.162560	61162799	LM	hera & luna hl0823 col.2 	HERA & LUNA 	130,26	158,9172
481	OPR.162561	61162806	LM	hera & luna hl0823 col.3 	HERA & LUNA 	258,18	314,9796
482	OPR.162562	61162813	LM	hera & luna hl0824 col.1 	HERA & LUNA 	141,18	172,2396
483	OPR.162563	61162820	LM	hera & luna hl0824 col.2 	HERA & LUNA 	177,84	216,9648
484	OPR.162564	61162827	LM	hera & luna hl0824 col.3 	HERA & LUNA 	213,72	260,7384
485	OPR.162566	61162841	LM	hera & luna hl9015 col.1 	HERA & LUNA 	135,72	165,5784
486	OPR.162567	61162848	LM	HERA & LUNA HL9015 COL.2 	HERA & LUNA 	35,1	42,822
487	OPR.162568	61162855	LM	HERA & LUNA HL9016 COL.1 	HERA & LUNA 	80,34	98,0148
488	OPR.162569	61162862	LM	hera & luna hl9016 col.2 	HERA & LUNA 	144,3	176,046
489	OPR.162570	61162869	LM	hera & luna hl9016 col.3 	HERA & LUNA 	258,96	315,9312
490	OPR.162571	61162876	LM	hera & luna hl9017 col.1 	HERA & LUNA 	308,88	376,8336
491	OPR.162573	61162890	LM	ANGELO FUTURO AF9017 COL.2 	ANGELO FUTURO 	56,94	69,4668
492	OPR.162574	61162897	LM	ANGELO FUTURO AF9017 COL.3 	ANGELO FUTURO 	88,14	107,5308
493	OPR.162579	61162932	LM	angelo futuro aft821 col.2 	ANGELO FUTURO 	203,58	248,3676
494	OPR.162580	61162939	LM	angelo futuro aft822 col.2 	ANGELO FUTURO 	210,6	256,932
495	OPR.162581	61162946	LM	angelo futuro aft822 col.3 	ANGELO FUTURO 	141,18	172,2396
496	OPR.162582	61162953	LM	angelo futuro aft833 col.1 	ANGELO FUTURO 	310,44	378,7368
497	OPR.162584	61162967	LM	ANGELO FUTURO AFT833 COL.3 	ANGELO FUTURO 	43,68	53,2896
498	OPR.162585	61162974	LM	angelo futuro aft834 col.1 	ANGELO FUTURO 	224,64	274,0608
499	OPR.162586	61162981	LM	angelo futuro aft834 col.2 	ANGELO FUTURO 	119,34	145,5948
500	OPR.162587	61162988	LM	angelo futuro aft834 col.3 	ANGELO FUTURO 	209,04	255,0288
501	OPR.162588	61162995	LM	angelo futuro aft834 col.4 	ANGELO FUTURO 	311,22	379,6884
502	OPR.162601	61163086	LM	hera & luna hl808 col.1 	HERA & LUNA 	304,98	372,0756
503	OPR.162602	61163093	LM	HERA & LUNA HL808 COL.2 	HERA & LUNA 	38,22	46,6284
504	OPR.162603	61163100	LM	HERA & LUNA HL814 COL.1 	HERA & LUNA 	39	47,58
505	OPR.162604	61163107	LM	hera & luna hl814 col.2 	HERA & LUNA 	223,08	272,1576
506	OPR.162605	61163114	LM	hera & luna hl819 col.1 	HERA & LUNA 	193,44	235,9968
507	OPR.162609	61163142	LM	HERA & LUNA HL826 COL.3 	HERA & LUNA 	38,22	46,6284
508	OPR.162611	61163156	LM	hera & luna hl9003 col.4 	HERA & LUNA 	136,5	166,53
509	OPR.162627	61163268	LM	angelo futuro aft823 col.1 	ANGELO FUTURO 	302,64	369,2208
510	OPR.162628	61163275	LM	angelo futuro aft823 col.3 	ANGELO FUTURO 	220,74	269,3028
511	OPR.162629	61163282	LM	angelo futuro aft832 col.1 	ANGELO FUTURO 	205,92	251,2224
512	OPR.162630	61163289	LM	ANGELO FUTURO AFT838 COL.1 	ANGELO FUTURO 	52,26	63,7572
513	OPR.162631	61163296	LM	angelo futuro aft838 col.2 	ANGELO FUTURO 	127,14	155,1108
514	OPR.162632	61163303	LM	angelo futuro aft838 col.3 	ANGELO FUTURO 	183,3	223,626
515	OPR.162633	61163310	LM	angelo futuro aft839 col.1 	ANGELO FUTURO 	129,48	157,9656
516	OPR.162634	61163317	LM	angelo futuro aft839 col.2 	ANGELO FUTURO 	264,42	322,5924
517	OPR.162636	61163331	LM	hera & luna hl791 col.2 	HERA & LUNA 	307,32	374,9304
518	OPR.162637	61163338	LM	hera & luna hl827 col.1 	HERA & LUNA 	271,44	331,1568
519	OPR.162638	61163345	LM	HERA & LUNA HL828 COL.3 	HERA & LUNA 	44,46	54,2412
520	OPR.162639	61163352	LM	hera & luna hl831 col.1 	HERA & LUNA 	213,72	260,7384
521	OPR.162640	61163359	LM	HERA & LUNA HL831 COL.3 	HERA & LUNA 	36,66	44,7252
522	OPR.162713	61163870	LM	ANGELO FUTURO AFT823 COL.2 	ANGELO FUTURO 	47,58	58,0476
523	OPR.162714	61163877	LM	ANGELO FUTURO AFT823 COL.4 	ANGELO FUTURO 	90,48	110,3856
524	OPR.162715	61163884	LM	angelo futuro aft836 col.2 	ANGELO FUTURO 	147,42	179,8524
525	OPR.162717	61163898	LM	angelo futuro aft839 col.3 	ANGELO FUTURO 	217,62	265,4964
526	OPR.162725	61163954	LM	hera & luna hl819 col.2 	HERA & LUNA 	298,74	364,4628
527	OPR.162726	61163961	LM	HERA & LUNA HL828 COL.1 	HERA & LUNA 	91,26	111,3372
528	OPR.162727	61163968	LM	HERA & LUNA HL830 COL.1 	HERA & LUNA 	87,36	106,5792
529	OPR.162730	61163989	LM	HERA & LUNA HL9009 COL.1 	HERA & LUNA 	51,48	62,8056
530	OPR.162742	61164073	LM	QUEST-X QX8748 COL.4 	QUEST-X 	32,76	39,9672
531	OPR.162745	61164094	LM	ANGELO FUTURO AFT832 COL.2 	ANGELO FUTURO 	46,8	57,096
532	OPR.162746	61164101	LM	angelo futuro aft832 col.3 	ANGELO FUTURO 	284,7	347,334
533	OPR.162748	61164115	LM	hera & luna hl813 col.3 	HERA & LUNA 	148,98	181,7556
534	OPR.162973	61167447	LM	HERA & LUNA HL828 COL.2 	HERA & LUNA 	87,36	106,5792
535	OPR.162993	61167587	LM	angelo futuro af883 col.2 	ANGELO FUTURO 	153,66	187,4652
536	OPR.163043	61168182	LM	hera & luna hl0781 col.2 	HERA & LUNA 	212,94	259,7868
537	OPR.163044	61168189	LM	HERA & LUNA HL0811 COL.1 	HERA & LUNA 	86,58	105,6276
538	OPR.163045	61168196	LM	HERA & LUNA HL0811 COL.2 	HERA & LUNA 	77,22	94,2084
539	OPR.163046	61168203	LM	hera & luna hl0811 col.3 	HERA & LUNA 	160,68	196,0296
