nazwisko,liczba
KOTARSKA,2175
SOSIŃSKA,2175
TROJAN,2175
BOROWICZ,2172
ŁUCZYŃSKA,2172
KRZAK,2169
DUL,2168
WIATR,2168
CZAPLICKA,2167
KLOC,2164
CHRUŚCIEL,2163
KUSZ,2159
BĄCZEK,2156
PRZYGODA,2154
SAGAN,2154
KRAWCZYŃSKA,2153
CYRAN,2151
TRAWIŃSKA,2149
GANCARZ,2145
FRYDRYCH,2144
JARECKA,2144
JELEŃ,2143
SZMIDT,2142
POZNAŃSKA,2141
SIUDA,2141
MAJER,2140
WOJTKOWSKA,2139
DAWIDOWSKA,2138
STRZELEC,2137
CZAPSKA,2135
GROMEK,2135
SYNOWIEC,2135
GRZEGORZEWSKA,2134
DAWID,2132
DYLEWSKA,2128
GOLONKA,2127
KULIGOWSKA,2126
LACHOWSKA,2126
MROZIŃSKA,2125
MIROWSKA,2122
MATYJA,2118
TOBIASZ,2116
WĄSOWICZ,2115
BAŁDYGA,2112
BIEGAŃSKA,2112
MATEJA,2112
BORUCKA,2111
KUPCZYK,2109
WOJNAROWSKA,2108
SZCZOTKA,2106
OGONOWSKA,2105
KURKOWSKA,2104
JEŻ,2103
ROZMUS,2102
RUSINEK,2101
OGRODNIK,2100
BARCZYK,2098
PUZIO,2098
ŁUKOMSKA,2098
KISIELEWSKA,2097
MIELNIK,2097
NIEDŹWIEDŹ,2096
OLEKSIAK,2096
ZDANOWICZ,2096
MADEJSKA,2093
ZDROJEWSKA,2093
SZNAJDER,2092
WOLAŃSKA,2090
GAJOS,2089
KUŁAKOWSKA,2086
CHUDY,2085
DEPTUŁA,2084
FABISIAK,2084
KOSIOREK,2083
KOTOWICZ,2081
ŁYSIAK,2081
KORCZYŃSKA,2080
STACH,2079
JAROCKA,2075
MAŁOLEPSZA,2075
KOCH,2072
MROZIK,2072
KLIŚ,2071
KĘPIŃSKA,2069
MĄKA,2069
PODOLSKA,2066
KOCUR,2065
KUDŁA,2063
BOCHEŃSKA,2061
SUCHODOLSKA,2061
KARWACKA,2060
SAJDAK,2060
DAWIDOWICZ,2058
RUSZKOWSKA,2058
KOSSAKOWSKA,2055
WIERZBOWSKA,2055
HOFMAN,2053
KRASOŃ,2046
MYSZKA,2046
PACIOREK,2045
BARTOSIAK,2044
GLINKA,2042
NOCOŃ,2040
KUTA,2036
SARNA,2035
KWAŚNIAK,2034
OLESIŃSKA,2033
ŁĄCKA,2033
BAJOR,2029
HAŁAS,2028
MISIEWICZ,2027
ZAJDEL,2026
ZIAJA,2025
JEŻEWSKA,2024
BOGUSZEWSKA,2022
POPEK,2018
JANKIEWICZ,2017
JELONEK,2013
POŚPIECH,2013
WOŹNICKA,2013
PIENIĄŻEK,2011
TARKOWSKA,2011
KOSIOR,2009
RYBCZYŃSKA,2009
WALKIEWICZ,2009
CABAN,2008
PIRÓG,2008
RATAJ,2008
KRASIŃSKA,2006
KUNA,2003
PANKOWSKA,1999
BIELICKA,1994
JÓZEFOWICZ,1994
SAWCZUK,1994
KUBALA,1993
ZWIERZCHOWSKA,1993
NOWOSIELSKA,1992
SAMBORSKA,1992
WYSOKIŃSKA,1992
GÓRZYŃSKA,1991
ZAJKOWSKA,1991
SZUMSKA,1990
PIECHOWIAK,1983
SOBKOWIAK,1983
CICHY,1982
GŁOWACZ,1982
PAWŁOWICZ,1982
SIWAK,1981
ŻOCHOWSKA,1981
JACH,1980
WĄS,1980
PŁACZEK,1978
ROGUSKA,1978
POKORSKA,1977
SKRZYŃSKA,1977
TOMASZEK,1974
KASPROWICZ,1973
KUŹMIŃSKA,1973
CYWIŃSKA,1971
GUZEK,1970
STAWSKA,1970
BOGUSŁAWSKA,1969
LISEK,1967
PISKORSKA,1966
BAŃKOWSKA,1965
MITURA,1965
KAWCZYŃSKA,1964
PTASZYŃSKA,1962
WOJEWODA,1962
KUKLIŃSKA,1961
KICIŃSKA,1958
RACHWAŁ,1957
ROZWADOWSKA,1956
ŁUKAWSKA,1956
MYSZKOWSKA,1955
PACH,1952
BĘBEN,1951
ŻMIJEWSKA,1950
MATUSZEK,1949
JANIKOWSKA,1948
MARCZYK,1947
ĆWIEK,1947
ROLA,1946
SROCZYŃSKA,1944
GUZOWSKA,1938
JANIEC,1938
STANKOWSKA,1936
KUPCZAK,1935
LUBIŃSKA,1935
ŻBIKOWSKA,1934
KULCZYCKA,1933
SPYCHALSKA,1933
SUŁEK,1930
DZIĘGIELEWSKA,1928
FORMELA,1928
KUŹNIAR,1928
NGUYEN,1928
OLESZCZUK,1928
GŁUCHOWSKA,1927
MROZOWSKA,1927
PRZYBYŁEK,1927
STAWARZ,1927
SKUPIEŃ,1925
BADOWSKA,1924
BOCIAN,1923
KUŚNIERZ,1923
JASKUŁA,1921
KARPOWICZ,1919
ADAMKIEWICZ,1916
MARCZUK,1914
ŁOBODA,1914
KOC,1913
SKRZYPIEC,1913
TWOREK,1913
WINKLER,1912
JODŁOWSKA,1911
KUPIS,1911
FLORCZYK,1909
MĄDRA,1907
OLEK,1907
SŁOTA,1906
HEBDA,1905
RZEŹNIK,1905
WLAZŁO,1905
ANIOŁ,1904
WOJNAR,1904
ZADROŻNA,1904
SIEMIŃSKA,1903
JAKUBIK,1901
SŁOWIKOWSKA,1901
KROK,1900
STARCZEWSKA,1899
STADNIK,1897
KUCZERA,1896
ZABIELSKA,1896
ŁUKASIAK,1895
GONDEK,1894
KOBIELA,1892
RYNKIEWICZ,1892
OZIMEK,1890
CHOLEWIŃSKA,1889
KĘDZIA,1889
WIKTOR,1889
MACIEJCZYK,1885
KNOP,1884
SWOBODA,1884
BANASZKIEWICZ,1883
GIERSZEWSKA,1882
POLOK,1882
KUBAS,1880
NYKIEL,1880
SOBIERAJSKA,1880
CHOIŃSKA,1879
DZIĘCIOŁ,1876
ADAMCZUK,1874
KALISZEWSKA,1873
SZMYT,1873
MAĆKOWSKA,1872
BRYK,1869
LABUDA,1869
ABRAMCZYK,1868
CAŁKA,1867
PAWLACZYK,1866
KILIAN,1865
KOPKA,1865
KULKA,1864
POŁEĆ,1862
ABRAMOWICZ,1860
DYBOWSKA,1858
GAWĘDA,1856
NOSEK,1854
KOZUB,1853
PIASKOWSKA,1853
GRABIEC,1852
SOSNA,1851
GÓRCZYŃSKA,1850
ŁATA,1850
CISZEK,1848
ROGULSKA,1847
BARCZAK,1846
KĘDRA,1846
FILIPOWSKA,1843
PRZYBYLAK,1841
DRZAZGA,1838
SOJA,1837
PANKIEWICZ,1836
PŁUCIENNIK,1836
ROWIŃSKA,1836
MIELEWCZYK,1835
FRĄCKIEWICZ,1834
SZEWC,1834
DĘBIŃSKA,1832
CISEK,1831
MOKRZYCKA,1831
PŁÓCIENNIK,1830
MOSZCZYŃSKA,1829
GIERCZAK,1828
DOMINIK,1827
PACEK,1827
WALICKA,1827
WICHER,1824
BUDNIK,1823
FORTUNA,1821
ZIENKIEWICZ,1820
ŁUKOWSKA,1820
FORYŚ,1818
PIWOŃSKA,1817
WOJTYSIAK,1816
PIECUCH,1815
JANUSZKIEWICZ,1814
DURAJ,1813
LASKA,1813
SZPAKOWSKA,1812
KLIMOWICZ,1811
LISZEWSKA,1811
DEPTA,1810
DOPIERAŁA,1810
KURIATA,1807
GAWŁOWSKA,1806
GUTKOWSKA,1806
ANDRZEJAK,1805
JANECKA,1805
KOŁEK,1804
CABAJ,1803
DZIK,1803
BALIŃSKA,1802
IGNACZAK,1802
JASIAK,1801
WALASEK,1800
NIZIOŁEK,1798
SKRZYPCZYK,1798
KOZIKOWSKA,1797
CZARNOWSKA,1796
MOROZ,1796
BARTOSZEWICZ,1795
PŁACHTA,1795
GIBAS,1794
MIODUSZEWSKA,1794
POLKOWSKA,1794
PIECHA,1793
KRYGIER,1792
BIEDRZYCKA,1791
SKUZA,1791
KLIMKIEWICZ,1789
KRZYSZTOFIK,1789
BINKOWSKA,1788
JAROSIŃSKA,1787
KRZEMIEŃ,1786
PAWEŁEK,1782
PIEKARCZYK,1782
KORALEWSKA,1781
SOBIECH,1781
MAŁACHOWSKA,1776
SOBALA,1776
CELIŃSKA,1775
KLICH,1775
PLATA,1773
KASIŃSKA,1771
OPALIŃSKA,1771
PNIEWSKA,1771
KAZIMIERSKA,1769
KOSEK,1768
CHLEBOWSKA,1767
ŻACZEK,1767
FORNAL,1766
JANOWICZ,1766
BARSZCZEWSKA,1764
KOWNACKA,1760
KWAŚNIK,1760
LUPA,1759
POŹNIAK,1759
PRZYBYŁO,1759
SIWIŃSKA,1758
WOLANIN,1758
STAWIARSKA,1757
DANILUK,1756
KRZYŻANIAK,1756
ROMAŃCZUK,1756
FILA,1753
BIENIAS,1752
WIATROWSKA,1752
ŁADA,1752
MELLER,1751
SOŁTYSIK,1750
SZCZĘCH,1750
SZEWCZAK,1750
KOŻUCH,1747
PATYK,1746
PAWLUS,1745
ŚWITALSKA,1745
GONTARZ,1744
SKOTNICKA,1743
KWAPISZ,1742
ŚWIĘCICKA,1742
TERLECKA,1739
DEMBIŃSKA,1738
PIKUŁA,1738
WANAT,1738
ZAWADKA,1738
CHRZĄSZCZ,1737
KLIMCZYK,1737
POKORA,1736
KALICKA,1733
ZDANOWSKA,1731
ŻABIŃSKA,1730
BIŃKOWSKA,1729
STEFANOWSKA,1729
JUREWICZ,1728
OBARA,1728
LEJA,1726
PUSTELNIK,1726
GAWRYŚ,1725
MOŚCICKA,1725
PIETRUCHA,1725
MÜLLER,1724
POPIEL,1723
ĆWIKŁA,1723
LENARTOWICZ,1722
SEMENIUK,1721
BAJER,1720
BORAWSKA,1720
FICEK,1720
URBANIK,1720
GOŁDA,1719
HINC,1719
BASIŃSKA,1718
CHMIELECKA,1718
IDZIKOWSKA,1717
MICKIEWICZ,1717
KUFEL,1715
SAMSEL,1714
TABAKA,1714
BROŻYNA,1713
PAWEŁCZYK,1712
PIECHOWSKA,1712
KUŁAGA,1711
CZERNIAWSKA,1710
JASEK,1710
PIWKO,1709
SIEŃKO,1708
BĄCZKOWSKA,1707
MARCINEK,1706
GŁUSZEK,1704
SOLARZ,1703
WILKOWSKA,1703
ZELEK,1703
WACHOWICZ,1702
WALASZCZYK,1702
ŁUKASZCZYK,1702
KOŚMIDER,1701
OCHMAN,1700
CHUDZIŃSKA,1695
RUTA,1694
MIAZGA,1693
SYPNIEWSKA,1693
DRAB,1691
POLAKOWSKA,1691
JAWOROWSKA,1690
SZYDŁO,1690
MIŁEK,1689
ROSTKOWSKA,1688
CIEŚLAR,1687
WARDA,1687
WSZOŁEK,1687
KOPIEC,1685
MACIAK,1685
MATYSEK,1685
KUKUŁA,1684
BARTOSZ,1683
ZDUŃCZYK,1683
GRABIŃSKA,1682
SAŁATA,1681
KARWAT,1680
KIERZKOWSKA,1678
KLEPACKA,1678
ORLIŃSKA,1677
ŁAKOMA,1677
CICHOWSKA,1676
BONIECKA,1675
KACPERSKA,1674
KUR,1674
SZMIT,1674
PALKA,1673
PLISZKA,1672
BĘBENEK,1670
KLESZCZ,1670
GRUSZECKA,1669
GWIZDAŁA,1668
MOMOT,1668
MRUK,1668
PIELA,1668
LIGĘZA,1665
SZYMBORSKA,1665
PONIATOWSKA,1663
STEFANOWICZ,1662
SZCZĘŚNIAK,1662
ZIOBRO,1661
BŁASIAK,1660
CHĘCIŃSKA,1660
DOMARADZKA,1659
KORYCKA,1659
SAS,1659
SARNECKA,1658
WAWER,1658
NARLOCH,1656
CHUDA,1655
KASPRZYCKA,1655
SASIN,1655
KACPRZYK,1654
ROJEWSKA,1653
MICHALEC,1650
GÓRNIK,1649
SCHULZ,1647
KOSAKOWSKA,1646
MYŚLIŃSKA,1645
SAŁEK,1645
JABŁONOWSKA,1644
OLEJARZ,1644
ŁASKA,1644
ISKRA,1643
JURASZEK,1643
JÓZEFIAK,1643
RYSZKA,1640
JURGA,1639
PRUSAK,1639
TARASIUK,1638
BORZĘCKA,1634
CICHECKA,1634
LECHOWICZ,1634
MIERNIK,1633
JASIK,1632
KRYŃSKA,1632
NIEDBAŁA,1631
ŚWINIARSKA,1631
GŁODEK,1630
PARZYCH,1630
KOWALKOWSKA,1629
KUŹNIK,1627
ORLIK,1627
BABIŃSKA,1626
KARBOWIAK,1626
OKOŃSKA,1626
BAŃKA,1625
POLOCZEK,1624
TYSZKIEWICZ,1624
LEWKOWICZ,1621
GAWIN,1620
SAK,1619
STASIK,1619
SZYMURA,1618
CZERNIK,1616
JAGIEŁA,1616
KAIM,1616
MAJCHROWSKA,1616
ŁOZIŃSKA,1616
KUSTRA,1614
BOCZKOWSKA,1613
KACZMARZYK,1612
BIL,1611
KONKOL,1610
KOTECKA,1609
SPYRA,1608
KOPERSKA,1607
WOŹNY,1607
ŻYDEK,1607
KŁAK,1605
KOCOT,1604
STEFAŃCZYK,1604
CZOP,1601
CIESZYŃSKA,1599
PIETKIEWICZ,1599
SADKOWSKA,1599
RODZIEWICZ,1598
ANDRUSZKIEWICZ,1597
MOCZULSKA,1596
POGODA,1596
CZERNECKA,1594
GRAD,1594
PIETRUSZEWSKA,1593
PORADA,1593
IGNASIAK,1592
GRALAK,1591
JASZCZUK,1591
JARZĄB,1590
KUŚMIERCZYK,1590
PALIWODA,1590
TAŃSKA,1589
WOJTAŚ,1588
PEPLIŃSKA,1587
WEGNER,1587
ŁĘCKA,1587
ULATOWSKA,1586
BARTOSZEWSKA,1585
PIETRASIK,1585
SUSZEK,1585
ANTOSIK,1584
SÓJKA,1584
WŁODARCZAK,1583
MANIA,1582
WRONKA,1582
JAGŁA,1581
STRZYŻEWSKA,1580
ZARZECKA,1580
MATKOWSKA,1579
GŁUCH,1578
WILCZAK,1578
BARNAŚ,1577
MUSIELAK,1576
KĄDZIELA,1575
KLOCEK,1573
WIKTOROWICZ,1573
PAWLUK,1572
BUDNA,1571
PRZYBOROWSKA,1571
BYKOWSKA,1569
KISZKA,1569
MLECZKO,1569
SKOCZEŃ,1569
PAWELCZYK,1567
SOBIECKA,1567
GIEMZA,1566
TARGOSZ,1566
BALCER,1565
DRAGAN,1565
CZARNIK,1564
KOSECKA,1564
NAPORA,1563
PRZYTUŁA,1562
RZEPA,1561
GRALA,1559
SADŁOWSKA,1558
SUDER,1558
TOCZEK,1558
TYSZKA,1558
WINIARCZYK,1556
LANGNER,1555
SZYSZKO,1553
BOMBA,1552
PASIEKA,1552
PIETRASZEK,1551
TĘCZA,1550
RICHTER,1549
SUKIENNIK,1549
ZĄBEK,1549
ŻÓŁTOWSKA,1546
DEJA,1543
BIAŁY,1542
BRYL,1541
BRZÓSKA,1540
BRZOSTEK,1538
MICHNA,1538
PASZKO,1538
BOCZEK,1537
MRÓWKA,1537
KRYSZTOFIAK,1536
NIKIEL,1535
STAŚKIEWICZ,1535
WASILUK,1535
ŻYWICKA,1535
GOŹDZIK,1534
KALEMBA,1534
KONIK,1534
KUBIŃSKA,1534
LIPOWSKA,1534
MALCZYK,1534
CISOWSKA,1532
FEDOROWICZ,1532
FILIPKOWSKA,1532
FIRLEJ,1532
KANTOR,1532
PYTLIK,1532
KĄDZIOŁKA,1530
WALA,1530
CHMIELOWIEC,1529
WĄTROBA,1529
ŚWIDEREK,1529
MNICH,1527
SKWARA,1526
STARZYK,1526
SABAT,1525
DZIUBEK,1523
JANCZEWSKA,1523
ŻELAZNA,1522
JEDLIŃSKA,1521
NOWOSAD,1520
KARBOWNIK,1519
DMOCHOWSKA,1518
PIEKUT,1518
KRZYWICKA,1517
RAPACZ,1517
KUŚMIERZ,1514
ŚWISTAK,1514
KRYNICKA,1512
MĄCZYŃSKA,1512
ORLIKOWSKA,1512
STAROSTA,1512
WOJTALA,1512
BUTKIEWICZ,1511
OSIAK,1511
BATKO,1510
BOROWIK,1510
CHYŁA,1509
MACHAJ,1509
DYRDA,1508
GĘBALA,1508
ZWIERZYŃSKA,1507
KOCIK,1506
FISZER,1505
GRĄDZKA,1504
JARZYNA,1502
PACHOLSKA,1502
BAŁA,1501
GALANT,1500
DOMIN,1499
BĘDKOWSKA,1496
GINTER,1496
SZMIGIEL,1496
TARNAWSKA,1495
SOBOL,1494
SUWAŁA,1494
WIERZBA,1494
SŁOMSKA,1493
JAŃCZAK,1491
CHROSTOWSKA,1489
MACHURA,1489
CHRZAN,1487
CZECHOWICZ,1486
GRZESZCZAK,1486
KRZYŻAK,1486
PŁAZA,1486
RAWSKA,1486
REGULSKA,1485
TALAGA,1485
CIOSEK,1484
GRONOWSKA,1484
KRUPSKA,1484
KASZA,1482
GOŁAWSKA,1481
GÓŹDŹ,1480
SIWIK,1480
DEREŃ,1479
GODEK,1479
KOCIOŁEK,1479
KOTWICA,1477
PUDŁO,1477
BLICHARZ,1476
JOPEK,1476
KMIECIAK,1476
KORCZ,1476
KUŁAK,1476
MALIŃSKA,1475
PAKULSKA,1475
WOLF,1475
GÓRNICKA,1473
SZERSZEŃ,1473
ŁAGOWSKA,1473
KACZKOWSKA,1471
WENTA,1470
CZARKOWSKA,1469
GOŁDYN,1469
PABIAN,1469
SOBECKA,1468
WIĘCŁAW,1468
JAŻDŻEWSKA,1467
LESIŃSKA,1467
STRUZIK,1467
OLKOWSKA,1466
CHODOROWSKA,1465
KOTAS,1465
KRZYWDA,1465
SZABLEWSKA,1465
BAJOREK,1464
SARZYŃSKA,1464
BIAŁOWĄS,1462
PRZYWARA,1462
WASIK,1462
BOLEK,1461
GRZEGOREK,1461
KURZEJA,1461
NOWIK,1461
MATUSZCZYK,1460
PIÓRO,1459
ROKOSZ,1458
WASZCZUK,1458
CHMIELOWSKA,1457
KURPIEWSKA,1457
BRZOZA,1456
KUKIEŁKA,1456
MŁYŃSKA,1455
BARTKIEWICZ,1454
DMOWSKA,1453
GORZKOWSKA,1453
TYCZYŃSKA,1453
ZYŚK,1452
KONIOR,1451
SAKOWICZ,1449
KIJEWSKA,1448
CIECHANOWSKA,1447
PTASZEK,1447
RUSIECKA,1445
LISIAK,1444
GŁÓD,1443
ZAŁUSKA,1443
PODOLAK,1442
SMAGA,1441
KRAWCZAK,1440
KWIDZIŃSKA,1440
JĘDRZEJAK,1439
MISZCZUK,1439
MARTYNIUK,1438
ROMANOWICZ,1436
SKOCZEK,1436
BOROWA,1435
DANIELEWICZ,1435
DUTKA,1435
KWAŚNA,1435
PŁOTKA,1435
LANGER,1434
PAŁASZ,1434
STYŚ,1433
LIPA,1431
MAKOWIECKA,1431
RAFALSKA,1431
KUCZKOWSKA,1430
JARZYŃSKA,1429
JURA,1429
SZCZECIŃSKA,1429
MIŁKOWSKA,1428
CEGIELSKA,1426
ŻUROWSKA,1425
GRAJEWSKA,1424
ŚMIAŁEK,1424
KARP,1423
CIEPLIŃSKA,1422
OBRĘBSKA,1422
WOŁOWIEC,1422
CZEKAŁA,1421
KĘSKA,1421
KAPAŁA,1420
KOSICKA,1419
LUBAŃSKA,1419
SULIMA,1419
SKARŻYŃSKA,1417
SZCZEPKOWSKA,1416
JUSZKIEWICZ,1414
PSZCZÓŁKOWSKA,1413
BARSKA,1411
KRASNODĘBSKA,1411
KRET,1411
NĘDZA,1411
SCHNEIDER,1411
DZIADOSZ,1409
PTASIŃSKA,1409
STANIK,1409
ŁOJEK,1409
ŚMIETANA,1409
SZAŁKOWSKA,1407
IDZIAK,1406
JAMROZIK,1406
CZEKALSKA,1405
MIELNICZUK,1405
RADZIK,1404
MAGDZIARZ,1402
ZAWIERUCHA,1402
MAŁKIEWICZ,1401
DRĄŻEK,1399
AUGUSTYNOWICZ,1398
GĘBSKA,1397
MICHNIEWICZ,1397
MIGDAŁ,1397
TARCZYŃSKA,1397
BUCZAK,1395
KOLIŃSKA,1395
HAWRYLUK,1394
KMITA,1394
MIŁOSZ,1394
ŁUKASZUK,1394
BARYŁA,1393
KONIECZKA,1393
PERZ,1393
ZIÓŁEK,1393
GUCWA,1392
ŻABA,1392
MARCZYŃSKA,1391
PROKOPOWICZ,1391
PRZYBYŁOWSKA,1391
BARTOS,1390
STĘPIŃSKA,1390
MAKSYMIUK,1389
WALCZUK,1389
KASZUBOWSKA,1388
KIEDROWSKA,1387
KRYSIŃSKA,1387
RADZIEJEWSKA,1387
SIELSKA,1387
WEISS,1387
JAREK,1386
STEFANIUK,1386
GROMADZKA,1385
KOCHAN,1385
KUMOR,1385
NIEWĘGŁOWSKA,1385
GACA,1382
RYDZ,1382
CZERSKA,1381
GOLIK,1381
BRZEZICKA,1380
GNIADEK,1380
STOLAREK,1380
DOLECKA,1379
GAPIŃSKA,1379
KARCZMARCZYK,1379
KROPIDŁOWSKA,1379
PALUSZKIEWICZ,1379
WALTER,1379
MIOTK,1378
SULEJ,1378
FIJOŁEK,1377
WĄDOŁOWSKA,1377
JELIŃSKA,1375
LIBERA,1375
BURA,1374
FRANCZYK,1374
GĘBKA,1374
MARSZAŁ,1374
JAKUBEK,1373
WIEWIÓRA,1372
PAŁYS,1371
KRAUS,1369
WALKOWSKA,1369
WOJTKIEWICZ,1369
SAWA,1367
ZAMOJSKA,1367
ŻĄDŁO,1366
ARCISZEWSKA,1365
JAROSZEWICZ,1365
KOCOŃ,1365
MRÓWCZYŃSKA,1365
WOCH,1365
JAWOREK,1364
RZESZUTEK,1364
SKRZYNIARZ,1364
GRUBA,1363
BRYŚ,1362
DZIUBIŃSKA,1362
KOBIAŁKA,1362
RĘBISZ,1361
CIECIERSKA,1360
GAIK,1360
KOŁTUN,1360
SIEKIERSKA,1360
CHABOWSKA,1359
SKAWIŃSKA,1359
BŁOCH,1358
OCZKOWSKA,1358
STRÓŻYK,1358
ZANIEWSKA,1358
LATOS,1357
TYBURSKA,1357
PADUCH,1356
BUJNOWSKA,1355
SMOLAK,1355
SZREDER,1354
KASPERCZYK,1353
LEHMANN,1353
NIEWIŃSKA,1353
RAJEWSKA,1353
SOKALSKA,1353
BORUTA,1352
MICHTA,1352
STARZEC,1352
MOŻDŻEŃ,1351
WOJTAL,1351
ŚWIĘTEK,1351
SOBIESKA,1350
BRZYSKA,1349
NIEDŹWIEDZKA,1348
OCHOCKA,1348
BISKUPSKA,1347
KULCZYŃSKA,1345
KRYCZKA,1344
KULAK,1344
BACZEWSKA,1343
BRZÓZKA,1343
KARASIEWICZ,1343
REK,1343
MADEJA,1342
KONARZEWSKA,1341
GAŁEK,1340
PRUSZYŃSKA,1340
KABAT,1339
PAŁCZYŃSKA,1339
SOSZYŃSKA,1339
DOROSZ,1338
GALUS,1335
SKÓRSKA,1335
KURZYŃSKA,1334
PASTUSZAK,1334
BODNAR,1333
DOBEK,1333
LENKIEWICZ,1332
MAŚLAK,1332
MIGAS,1332
SZYMKIEWICZ,1332
WENCEL,1332
JANOTA,1331
RUSAK,1331
SADŁO,1331
ŚMIGIEL,1331
POMORSKA,1330
OPAŁKA,1328
FALKIEWICZ,1327
RYGIELSKA,1325
TKOCZ,1325
SZYMONIAK,1324
BACH,1323
DĘBEK,1323
FRYC,1323
KURDZIEL,1323
SŁUPSKA,1323
BAZAN,1322
HOPPE,1322
ROSÓŁ,1322
SIECZKA,1322
CYBULA,1321
JANECZKO,1321
JAROSZEK,1321
PACYNA,1321
STANIEK,1321
IDZIK,1320
ŁUPIŃSKA,1320
KOTLIŃSKA,1319
BARTYZEL,1318
BŁAŻEJCZYK,1318
GOŚCINIAK,1318
JASZCZAK,1318
KUPKA,1317
FIC,1316
GUZY,1316
MARCHLEWSKA,1316
SOLIŃSKA,1316
KONEFAŁ,1314
STACHYRA,1314
KLIMKOWSKA,1313
REKOWSKA,1313
ŻYŁKA,1313
SIEK,1312
PALACZ,1311
ŻYGADŁO,1311
GALA,1309
PELCZAR,1309
RUTKA,1308
WALASZEK,1308
WALEWSKA,1307
ROGACKA,1306
CZOPEK,1305
GAŁKOWSKA,1304
MURZYN,1304
RYCHTER,1304
WOŹNICZKA,1304
WYKA,1304
ADAMOWSKA,1303
GRZANKA,1301
NAWARA,1301
DRZYMAŁA,1300
FOJCIK,1299
NOGAJ,1299
STRZAŁKA,1299
WRZESZCZ,1299
ZIEMIŃSKA,1299
SŁOMA,1298
OLSZÓWKA,1297
SOROKA,1297
BAKALARZ,1296
BŁASZKOWSKA,1296
FĄFARA,1296
RADWAN,1296
FIEDOROWICZ,1295
KŁYS,1294
JARZĘBSKA,1293
KOTULA,1293
SURMACZ,1292
BRZOSTOWSKA,1291
MIKRUT,1291
BIZOŃ,1290
KOŹLIK,1290
WĄCHAŁA,1289
ANTONIUK,1288
STRĄCZEK,1288
RADOŃ,1287
DZWONKOWSKA,1286
JAKUBOWICZ,1286
KARDAS,1286
BRODZIŃSKA,1285
GRZĘDA,1285
PRZYGODZKA,1285
BABICZ,1284
BIGOS,1284
KOTŁOWSKA,1284
WOŁEK,1284
BUJALSKA,1283
GARBOWSKA,1283
SKÓRKA,1283
CZARNIECKA,1282
WOJCIESZAK,1282
PAROL,1279
KUBIŚ,1277
BANASZCZYK,1276
GURGUL,1276
FURMANEK,1274
GRADOWSKA,1274
BRODZIAK,1273
LIZAK,1272
DOMBROWSKA,1271
GÓRAK,1271
KAPŁON,1271
ANTONOWICZ,1270
BURAK,1270
GARCZYŃSKA,1270
KRAMARZ,1270
SMOLARCZYK,1269
BAJ,1268
BYCZKOWSKA,1268
BĄCZYK,1268
KOCJAN,1268
SZYDLIK,1267
BONK,1266
KIJAK,1266
DZIEWULSKA,1265
GREŃ,1265
SITKOWSKA,1265
FIGURSKA,1264
PALA,1264
STYCZEŃ,1264
WAJS,1264
CIURA,1263
DASZKIEWICZ,1263
NIZIOŁ,1263
ŚWIERCZEWSKA,1263
MAZGAJ,1262
ZABORSKA,1262
MAĆKIEWICZ,1261
RAJSKA,1260
GŁĘBOCKA,1259
ŁUNIEWSKA,1259
ŁOJEWSKA,1258
CZARNOCKA,1257
GRZYWA,1257
MUSIALIK,1257
WAŚKO,1255
GARSTKA,1254
GRODZICKA,1254
KLUCZYŃSKA,1253
KUĆ,1253
MUZYKA,1253
BERGER,1252
POTRYKUS,1252
ZACHARSKA,1252
MALINA,1250
MROŻEK,1250
SZABŁOWSKA,1250
KOLANO,1249
PŁOŃSKA,1249
ZAPART,1249
DERDA,1248
KAROLEWSKA,1248
DURKA,1247
ILNICKA,1247
KRAWCZUK,1246
ŻAKOWSKA,1246
KOPAŃSKA,1245
MICHALCZUK,1245
TRZASKOWSKA,1245
KALATA,1243
MATUŁA,1243
WIERCIŃSKA,1243
CHORĄŻY,1242
FRONTCZAK,1242
KUCIA,1242
PUDEŁKO,1242
STOPKA,1242
SZYSZKOWSKA,1242
CIBOROWSKA,1240
MATYS,1240
MAZUROWSKA,1240
KARDASZ,1239
RACZEK,1239
PIECZONKA,1237
ŁABĘDZKA,1237
CIUPA,1236
FOLTYN,1236
GRUCHAŁA,1236
KLEPACZ,1236
NEJMAN,1236
RYNKOWSKA,1236
LANGOWSKA,1235
MATYSIK,1235
PUŁAWSKA,1235
DEMBOWSKA,1234
KUBAT,1234
MARCISZ,1234
MEYER,1234
GRĘDA,1233
JADCZAK,1233
KEMPIŃSKA,1233
TALAREK,1233
WIELICZKO,1232
FABER,1231
KOSIBA,1231
STANISZ,1231
TREDER,1231
BIEGUN,1229
CEGLAREK,1229
DĄBROWA,1229
NAKONIECZNA,1229
ROLKA,1229
MASTERNAK,1226
STACHERA,1226
BUCHTA,1225
JAROMIN,1225
RÓŻALSKA,1225
SZLACHETKA,1225
ŁOPATA,1225
BERNAŚ,1224
KUBERA,1224
KACZOREK,1223
MIKOS,1223
PILECKA,1221
RAJCA,1221
DOMŻALSKA,1220
KWIETNIEWSKA,1220
BAR,1219
LAZAR,1219
PAŹDZIOR,1219
KWIEK,1218
ŻABICKA,1218
POWROŹNIK,1217
SULIKOWSKA,1216
GRZESZCZYK,1215
BŁACH,1214
DUDZIC,1214
KORDEK,1214
SZULIK,1214
OWCZARZAK,1213
PISARCZYK,1212
